get(config$variables$sample_id),M2 macrophage (CD163) Cells,CD8 T cell Cells,Tumor Cells,Vasa recta endothelium Cells,Fibroblast Cells,Myofibroblast Cells,Regulatory T cell Cells,Neutrophil Cells,Proximal tubule Cells,NK cell Cells,gdT cell Cells,M1 Macrophage (STAT1) Cells,Naive T cell Cells,Podocyte Cells,Collecting duct cell Cells,Possibly Mid-Rep (Misc. Cells) Cells,Plasmacytoid dendritic cell Cells,B cell Cells,Non-classical monocyte Cells,Myeloid DC Cells,Naive CD4 T cell Cells,Mast cell Cells,Intermediate monocyte Cells,Pelvic epithelium Cells,Epithelial progenitor cell Cells,Principal cell Cells,Naive B cell Cells,Capillary endothelium Cells,Intercalated Cell Cells,Glomerular endothelium Cells,Classical monocyte Cells,% M2 macrophage (CD163) Cells,% CD8 T cell Cells,% Tumor Cells,% Vasa recta endothelium Cells,% Fibroblast Cells,% Myofibroblast Cells,% Regulatory T cell Cells,% Neutrophil Cells,% Proximal tubule Cells,% NK cell Cells,% gdT cell Cells,% M1 Macrophage (STAT1) Cells,% Naive T cell Cells,% Podocyte Cells,% Collecting duct cell Cells,% Possibly Mid-Rep (Misc. Cells) Cells,% Plasmacytoid dendritic cell Cells,% B cell Cells,% Naive B cell Cells,% Non-classical monocyte Cells,% Myeloid DC Cells,% Naive CD4 T cell Cells,% Mast cell Cells,% Intermediate monocyte Cells,% Pelvic epithelium Cells,% Epithelial progenitor cell Cells,% Principal cell Cells,% Capillary endothelium Cells,% Intercalated Cell Cells,% Glomerular endothelium Cells,% Classical monocyte Cells,Total Cells
RCC5_12,155,91,207,117,317,147,165,29,36,16,11,12,16,1,99,1,19,109,7,34,5,7,29,4,23,0,24,27,0,0,1,9.06963136337039,5.32475131655939,12.1123464014043,6.84610883557636,18.5488589818607,8.60152135751902,9.65476887068461,1.69689877121123,2.10649502633119,0.93622001170275,0.643651258045641,0.702165008777063,0.93622001170275,0.0585137507314219,5.79286132241077,0.0585137507314219,1.11176126389702,6.37799882972499,1.40433001755413,0.409596255119953,1.98946752486834,0.292568753657109,0.409596255119953,1.69689877121123,0.234055002925688,1.3458162668227,0,1.57987126974839,0,0,0.0585137507314219,1709
RCC5_14,31,8,178,73,164,59,37,9,114,2,3,0,5,9,62,0,9,10,14,15,4,12,0,7,75,18,4,28,14,1,0,3.21243523316062,0.829015544041451,18.4455958549223,7.56476683937824,16.9948186528497,6.1139896373057,3.83419689119171,0.932642487046632,11.8134715025907,0.207253886010363,0.310880829015544,0,0.518134715025907,0.932642487046632,6.42487046632124,0,0.932642487046632,1.03626943005181,0.414507772020725,1.45077720207254,1.55440414507772,0.414507772020725,1.24352331606218,0,0.725388601036269,7.7720207253886,1.86528497409326,2.90155440414508,1.45077720207254,0.103626943005181,0,965
RCC5_15,18,38,905,131,5,467,45,14,56,6,4,2,3,70,27,0,3,1,5,6,4,5,3,0,26,1,5,50,6,1,0,0.943890928159413,1.99265862611432,47.4567383324594,6.86942842160461,0.262191924488726,24.488725747247,2.35972732039853,0.734137388568432,2.93654955427373,0.314630309386471,0.209753539590981,0.10487676979549,0.157315154693235,3.67068694284216,1.41583639223912,0,0.157315154693235,0.0524383848977451,0.262191924488726,0.262191924488726,0.314630309386471,0.209753539590981,0.262191924488726,0.157315154693235,0,1.36339800734137,0.0524383848977451,2.62191924488726,0.314630309386471,0.0524383848977451,0,1907
RCC5_16,127,11,777,147,40,260,6,4,33,0,1,4,2,10,33,0,5,1,5,5,2,2,3,0,2,1,1,132,1,0,0,7.86377708978328,0.681114551083591,48.1114551083591,9.10216718266254,2.47678018575851,16.0990712074303,0.371517027863777,0.247678018575851,2.04334365325077,0,0.0619195046439629,0.247678018575851,0.123839009287926,0.619195046439629,2.04334365325077,0,0.309597523219814,0.0619195046439629,0.0619195046439629,0.309597523219814,0.309597523219814,0.123839009287926,0.123839009287926,0.185758513931889,0,0.123839009287926,0.0619195046439629,8.1733746130031,0.0619195046439629,0,0,1615
RCC5_18,0,1,2,77,116,15,21,0,10,1,6,0,0,0,17,0,10,984,0,2,0,0,0,0,0,0,11,0,0,2,182,0,0.0686341798215511,0.137268359643102,5.28483184625944,7.96156485929993,1.02951269732327,1.44131777625257,0,0.686341798215511,0.0686341798215511,0.411805078929307,0,0,0,1.16678105696637,0,0.686341798215511,67.5360329444063,0.754975978037062,0,0.137268359643102,0,0,0,0,0,0,0,0,0.137268359643102,12.4914207275223,1457
RCC5_19,255,34,1670,86,89,370,115,17,2,9,5,12,18,0,10,8,7,41,1,2,1,2,12,0,0,0,3,142,0,0,0,8.75987633115768,1.16798351082102,57.3686018550326,2.95431123325318,3.05736860185503,12.7104087942288,3.95053246307111,0.583991755410512,0.0687049124012367,0.309172105805565,0.171762281003092,0.41222947440742,0.61834421161113,0,0.343524562006183,0.274819649604947,0.240467193404328,1.40845070422535,0.103057368601855,0.0343524562006183,0.0687049124012367,0.0343524562006183,0.0687049124012367,0.41222947440742,0,0,0,4.87804878048781,0,0,0,2911
RCC5_2,291,166,64,79,909,533,109,40,0,13,14,5,133,0,51,1,173,374,2,28,17,2,5,0,1,0,110,1,0,0,1,9.32094811018578,5.31710442024343,2.04996796925048,2.53042921204356,29.1159513132607,17.0723894939142,3.49135169762972,1.28122998078155,0,0.416399743754004,0.448430493273543,0.160153747597694,4.26008968609865,0,1.63356822549648,0.0320307495195388,5.54131966688021,11.9795003203075,3.52338244714926,0.0640614990390775,0.896860986547085,0.544522741832159,0.0640614990390775,0.160153747597694,0,0.0320307495195388,0,0.0320307495195388,0,0,0.0320307495195388,3122
RCC5_20,238,101,253,141,374,420,136,66,23,15,3,2,108,0,39,0,559,1850,1,31,51,6,3,1,9,0,1038,0,0,0,2,4.35100548446069,1.84643510054845,4.62522851919561,2.57769652650823,6.83729433272395,7.6782449725777,2.48628884826325,1.20658135283364,0.420475319926874,0.274223034734918,0.0548446069469835,0.036563071297989,1.97440585009141,0,0.712979890310786,0,10.2193784277879,33.8208409506399,18.9762340036563,0.0182815356489945,0.56672760511883,0.93235831809872,0.109689213893967,0.0548446069469835,0.0182815356489945,0.164533820840951,0,0,0,0,0.036563071297989,5470
RCC5_21,685,103,1495,147,2,306,183,41,158,11,20,31,35,0,43,3,11,106,3,31,1,5,16,0,7,0,3,47,0,0,0,19.6106498711709,2.94875465216147,42.7998854852562,4.20841683366734,0.0572573718866304,8.76037789865445,5.23904952762668,1.17377612367592,4.5233323790438,0.314915545376467,0.572573718866304,0.887489264242771,1.00200400801603,0,1.23103349556255,0.0858860578299456,0.314915545376467,3.03464070999141,0.0858860578299456,0.0858860578299456,0.887489264242771,0.0286286859433152,0.143143429716576,0.458058975093043,0,0.200400801603206,0,1.34554823933581,0,0,0,3493
RCC5_22,62,11,81,41,62,41,18,8,45,0,0,0,2,3,45,0,7,156,10,11,3,9,0,3,3,0,2,8,0,0,0,9.8256735340729,1.743264659271,12.8367670364501,6.49762282091918,9.8256735340729,6.49762282091918,2.85261489698891,1.26782884310618,7.13153724247227,0,0,0,0.316957210776545,0.475435816164818,7.13153724247227,0,1.10935023771791,24.7226624405705,0.316957210776545,1.58478605388273,1.743264659271,0.475435816164818,1.42630744849445,0,0.475435816164818,0.475435816164818,0,1.26782884310618,0,0,0,631
RCC5_23,264,38,1745,45,2,23,111,237,3,14,11,11,0,17,71,2,2,4,6,19,0,0,20,11,8,1,0,16,0,0,0,9.84707198806416,1.41738157403954,65.0876538604998,1.67847817978366,0.0745990302126072,0.857888847444983,4.1402461767997,8.83998508019396,0.111898545318911,0.522193211488251,0.41029466616934,0.41029466616934,0,0.634091756807162,2.64826557254756,0.0745990302126072,0.0745990302126072,0.149198060425214,0,0.223797090637822,0.708690787019769,0,0,0.745990302126072,0.41029466616934,0.298396120850429,0.0372995151063036,0.596792241700858,0,0,0,2681
RCC5_4,69,14,59,35,315,229,27,8,57,1,1,1,11,5,25,0,4,2,6,21,6,2,0,0,18,5,2,7,0,0,0,7.41935483870968,1.50537634408602,6.34408602150538,3.76344086021505,33.8709677419355,24.6236559139785,2.90322580645161,0.860215053763441,6.12903225806452,0.10752688172043,0.10752688172043,0.10752688172043,1.18279569892473,0.537634408602151,2.68817204301075,0,0.43010752688172,0.21505376344086,0.21505376344086,0.645161290322581,2.25806451612903,0.645161290322581,0.21505376344086,0,0,1.93548387096774,0.537634408602151,0.752688172043011,0,0,0,930
RCC5_5,236,12,1748,119,33,318,42,46,5,9,2,12,7,0,33,1,7,40,10,26,1,0,3,0,1,0,1,41,0,0,1,8.56935366739288,0.435729847494553,63.4713144517066,4.32098765432099,1.19825708061002,11.5468409586057,1.52505446623094,1.67029774872912,0.181554103122731,0.326797385620915,0.0726216412490922,0.435729847494553,0.254175744371823,0,1.19825708061002,0.0363108206245461,0.254175744371823,1.45243282498184,0.0363108206245461,0.363108206245461,0.944081336238199,0.0363108206245461,0,0.108932461873638,0,0.0363108206245461,0,1.48874364560639,0,0,0.0363108206245461,2754
RCC5_6,54,34,151,218,567,429,106,14,28,22,31,3,22,8,59,1,44,301,8,62,12,13,0,3,1,0,15,4,0,20,99,2.31859167024474,1.45985401459854,6.48346930012881,9.36024044654358,24.3452125375698,18.419922713611,4.55130957492486,0.60111635895234,1.20223271790468,0.94461142121082,1.33104336625161,0.12881064834693,0.94461142121082,0.34349506225848,2.53327608415629,0.04293688278231,1.88922284242164,12.9240017174753,0.64405324173465,0.34349506225848,2.66208673250322,0.51524259338772,0.55817947617003,0,0.12881064834693,0.04293688278231,0,0.17174753112924,0,0.8587376556462,4.25075139544869,2329
RCC5_7,198,620,1297,164,72,89,338,62,13,25,47,58,21,2,49,8,10,3,4,27,4,1,6,15,7,1,6,3,0,0,0,6.28571428571429,19.6825396825397,41.1746031746032,5.20634920634921,2.28571428571429,2.82539682539683,10.7301587301587,1.96825396825397,0.412698412698413,0.793650793650794,1.49206349206349,1.84126984126984,0.666666666666667,0.0634920634920635,1.55555555555556,0.253968253968254,0.317460317460317,0.0952380952380952,0.19047619047619,0.126984126984127,0.857142857142857,0.126984126984127,0.0317460317460317,0.19047619047619,0.476190476190476,0.222222222222222,0.0317460317460317,0.0952380952380952,0,0,0,3150
RCC5_8,280,312,163,171,971,111,336,44,50,35,34,5,192,0,132,0,92,139,11,143,42,35,1,3,17,24,41,43,1,0,0,8.16802800466745,9.10151691948658,4.75495915985998,4.98833138856476,28.3255542590432,3.23803967327888,9.80163360560093,1.28354725787631,1.4585764294049,1.02100350058343,0.991831971995333,0.14585764294049,5.60093348891482,0,3.85064177362894,0,2.68378063010502,4.05484247374562,1.19603267211202,0.320886814469078,4.17152858809802,1.22520420070012,1.02100350058343,0.029171528588098,0.0875145857642941,0.495915985997666,0.700116686114352,1.25437572928821,0.029171528588098,0,0,3428
RCC5_9,836,81,2117,132,10,568,124,60,27,7,12,8,20,2,75,0,7,40,11,38,4,5,0,2,2,0,2,106,0,0,1,19.4554340237375,1.88503607167792,49.2669304165697,3.07191063532697,0.232720502676286,13.218524552013,2.88573423318594,1.39632301605771,0.628345357225972,0.1629043518734,0.279264603211543,0.186176402141029,0.465441005352572,0.0465441005352572,1.74540377007214,0,0.1629043518734,0.930882010705143,0.0465441005352572,0.255992552943914,0.884337910169886,0.0930882010705143,0.116360251338143,0,0.0465441005352572,0.0465441005352572,0,2.46683732836863,0,0,0.0232720502676286,4297
